Timestamp,Address,Status,Cost
2025-12-21 16:48:34,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 16:48:51,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 16:49:04,Benfica,SUCCESS,1
2025-12-21 16:49:08,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 16:49:23,Campolide,ZERO_RESULTS,1
2025-12-21 16:49:36,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 16:50:04,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 16:50:13,Soeiros,ZERO_RESULTS,1
2025-12-21 16:50:39,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 16:51:18,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 17:16:12,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 17:16:27,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 17:16:38,Benfica,SUCCESS,1
2025-12-21 17:16:41,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 17:16:56,Campolide,ZERO_RESULTS,1
2025-12-21 17:17:09,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 17:17:37,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 17:17:46,Soeiros,ZERO_RESULTS,1
2025-12-21 17:18:11,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 17:23:20,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 17:23:36,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 17:23:51,Benfica,SUCCESS,1
2025-12-21 17:23:53,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 17:24:06,Campolide,ZERO_RESULTS,1
2025-12-21 17:24:20,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 17:24:49,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 17:24:57,Soeiros,ZERO_RESULTS,1
2025-12-21 17:25:23,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 17:53:14,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 17:53:32,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 17:53:45,Benfica,SUCCESS,1
2025-12-21 17:53:48,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 17:54:01,Campolide,ZERO_RESULTS,1
2025-12-21 17:54:16,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 17:54:47,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 17:54:56,Soeiros,ZERO_RESULTS,1
2025-12-21 17:55:23,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 18:23:08,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 18:23:23,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 18:23:34,Benfica,SUCCESS,1
2025-12-21 18:23:38,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 18:23:51,Campolide,ZERO_RESULTS,1
2025-12-21 18:24:05,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 18:24:33,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 18:24:42,Soeiros,ZERO_RESULTS,1
2025-12-21 18:25:08,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 19:08:55,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 19:09:09,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 19:09:22,Benfica,SUCCESS,1
2025-12-21 19:09:26,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 19:09:40,Campolide,ZERO_RESULTS,1
2025-12-21 19:09:55,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 19:10:21,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 19:10:30,Soeiros,ZERO_RESULTS,1
2025-12-21 19:10:56,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 19:16:23,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 19:16:41,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 19:16:52,Benfica,SUCCESS,1
2025-12-21 19:16:55,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 19:17:11,Campolide,ZERO_RESULTS,1
2025-12-21 19:17:24,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 19:17:51,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 19:17:59,Soeiros,ZERO_RESULTS,1
2025-12-21 19:18:25,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 19:29:47,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 19:30:05,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 19:30:19,Benfica,SUCCESS,1
2025-12-21 19:30:22,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 19:30:37,Campolide,ZERO_RESULTS,1
2025-12-21 19:30:51,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 19:31:49,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 19:32:07,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 19:32:21,Benfica,SUCCESS,1
2025-12-21 19:32:25,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 19:32:37,Campolide,ZERO_RESULTS,1
2025-12-21 19:32:50,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 19:33:20,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 19:33:28,Soeiros,ZERO_RESULTS,1
2025-12-21 19:33:56,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 19:51:42,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 19:51:58,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 19:52:11,Benfica,SUCCESS,1
2025-12-21 19:52:13,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 19:52:26,Campolide,ZERO_RESULTS,1
2025-12-21 19:52:41,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 19:53:09,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 19:53:20,Soeiros,ZERO_RESULTS,1
2025-12-21 19:53:47,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 21:04:34,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 21:04:51,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 21:05:03,Benfica,SUCCESS,1
2025-12-21 21:05:07,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 21:05:22,Campolide,ZERO_RESULTS,1
2025-12-21 21:05:37,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 21:06:03,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 21:06:12,Soeiros,ZERO_RESULTS,1
2025-12-21 21:06:39,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-21 21:21:38,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 21:21:50,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 21:22:42,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 21:28:48,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-12-21 21:29:06,Manuel Caetano de Sousa,ZERO_RESULTS,1
2025-12-21 21:29:21,Benfica,SUCCESS,1
2025-12-21 21:29:24,Fonte do Louro,ZERO_RESULTS,1
2025-12-21 21:29:39,Campolide,ZERO_RESULTS,1
2025-12-21 21:29:55,Travessa Fábrica dos Pentes,ZERO_RESULTS,1
2025-12-21 21:30:23,Artur Bual Bairro Marquês de Abrantes,ZERO_RESULTS,1
2025-12-21 21:30:31,Soeiros,ZERO_RESULTS,1
2025-12-21 21:30:59,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-12-22 23:03:14,Bom Sucesso,ZERO_RESULTS,1
2025-12-22 23:03:26,São Nicolau,ZERO_RESULTS,1
2025-12-22 23:03:51,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-22 23:04:02,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-22 23:04:09,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-22 23:05:17,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-22 23:23:10,Bom Sucesso,ZERO_RESULTS,1
2025-12-22 23:23:22,São Nicolau,ZERO_RESULTS,1
2025-12-22 23:23:48,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-22 23:23:58,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-22 23:24:05,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-22 23:29:51,Bom Sucesso,ZERO_RESULTS,1
2025-12-22 23:30:02,São Nicolau,ZERO_RESULTS,1
2025-12-22 23:30:28,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-22 23:30:37,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-22 23:30:44,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-22 23:43:57,Bom Sucesso,ZERO_RESULTS,1
2025-12-22 23:44:08,São Nicolau,ZERO_RESULTS,1
2025-12-22 23:44:34,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-22 23:44:43,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-22 23:44:50,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-22 23:51:36,Bom Sucesso,ZERO_RESULTS,1
2025-12-22 23:51:48,São Nicolau,ZERO_RESULTS,1
2025-12-22 23:52:11,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-22 23:52:22,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-22 23:52:29,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 00:00:43,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 00:00:59,São Nicolau,ZERO_RESULTS,1
2025-12-23 00:01:28,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 00:01:41,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 00:01:48,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 00:19:55,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 00:20:06,São Nicolau,ZERO_RESULTS,1
2025-12-23 00:20:33,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 00:20:43,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 00:20:51,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 00:32:05,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 00:32:18,São Nicolau,ZERO_RESULTS,1
2025-12-23 00:32:43,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 00:32:54,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 00:33:00,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 00:59:56,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 01:00:08,São Nicolau,ZERO_RESULTS,1
2025-12-23 01:00:32,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 01:00:44,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 01:00:52,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 01:20:13,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 01:20:25,São Nicolau,ZERO_RESULTS,1
2025-12-23 01:20:50,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 01:21:01,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 01:21:08,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 01:44:41,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 01:44:54,São Nicolau,ZERO_RESULTS,1
2025-12-23 01:45:20,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 01:45:31,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 01:45:38,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-12-23 01:45:46,Bom Sucesso,ZERO_RESULTS,1
2025-12-23 01:45:59,São Nicolau,ZERO_RESULTS,1
2025-12-23 01:46:23,"Rua Morais Soares, Arroios, Lisboa, 1000-098, Portugal",ZERO_RESULTS,1
2025-12-23 01:46:33,"Conde, Guimarães, Braga, Portugal",ZERO_RESULTS,1
2025-12-23 01:46:40,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
